post_id,influencer_id,post_datetime,content_type,post_format,follower_count,authority_log,verified,total_posts,highly_active_influencer,mean_days_between_posts,frequency_of_posts_per_month,log_of_frequency_of_posts_per_month,influencer_score,Rank,account_age_years,early_window_mins,early_likes,early_comments,early_shares,early_total_engagement,early_engagement_velocity,early_comment_share_ratio,persuasive_power_index,reach,impressions,impressions_per_reach,exposure_persistence_hours,reach_growth_rate,algorithmic_amplification_index,very_high_reach,post_early_likes,post_early_comments,post_early_shares,post_early_total_engagement,link_clicks,saves,profile_visits,click_through_rate,save_rate,engagement_success_index,low_effort_engagement,high_effort_engagement,high_enough_reach,spike_indicator,likes_spike_indicator,post_success_score,Early_and_total_likes,reach_to_follower_ratio,total_likes,sustained_engagement
6785.0,628.0,2025-06-06 00:00:00,informational,carousel,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,120.0,11.0,8.0,139.0,2.316666667,1.333333333,0.565686153,8683.0,22857.0,2.632,6.26,0.188,0.205614194,0.0,120.0,2.0,1.0,123.0,0.0,1.0,0.0,0.0,0.000115,-0.390664234,120.0,1.0,0.0,1.13008,1.0,0.013820108,True,0.3312,240.0,0
7477.0,628.0,2024-09-26 00:00:00,informational,image,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,105.0,13.0,4.0,122.0,2.033333333,2.8,0.365342146,7898.0,17150.0,2.171,8.08,0.199,0.340981312,0.0,105.0,3.0,2.0,110.0,0.0,0.0,0.0,0.0,0.0,-0.807960728,105.0,0.0,0.0,1.10909,1.0,0.013294505,True,0.3012,210.0,0
6881.0,628.0,2024-06-28 00:00:00,informational,carousel,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,50.0,5.0,4.0,59.0,0.983333333,1.2,-0.401743902,5344.0,14168.0,2.651,5.14,0.16,-0.434377762,0.0,50.0,0.0,3.0,53.0,1.0,0.0,0.0,0.000187,0.0,-0.398098621,50.0,1.0,0.0,1.11321,1.0,0.009356287,True,0.2038,100.0,0
3173.0,628.0,2025-08-01 00:00:00,informational,image,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,17.0,4.0,1.0,22.0,0.366666667,2.5,-0.82631488,5354.0,6051.0,1.13,6.11,0.092,-0.785219362,0.0,42.0,1.0,3.0,46.0,2.0,0.0,1.0,0.000374,0.0,0.051453854,42.0,3.0,0.0,0.47826,0.4047619,0.007844602,False,0.2042,59.0,1
6012.0,628.0,2025-01-25 00:00:00,promotional,carousel,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,64.0,11.0,0.0,75.0,1.25,12.0,-0.207170008,8225.0,16992.0,2.066,7.94,0.033,0.313174229,0.0,64.0,1.0,1.0,66.0,5.0,0.0,4.0,0.000608,0.0,0.738654508,64.0,9.0,0.0,1.13636,1.0,0.007781155,True,0.3137,128.0,0
4035.0,628.0,2025-12-11 00:00:00,experiential,image,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,61.0,3.0,15.0,79.0,1.316666667,0.25,0.072936943,8236.0,15384.0,1.868,6.06,0.174,-0.126627665,0.0,61.0,2.0,0.0,63.0,0.0,1.0,0.0,0.0,0.000121,-0.390664234,61.0,1.0,0.0,1.25397,1.0,0.007406508,True,0.3141,122.0,0
365.0,628.0,2025-06-14 00:00:00,experiential,carousel,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,47.0,5.0,6.0,58.0,0.966666667,0.857142857,-0.337445129,9918.0,14939.0,1.506,6.62,0.155,-0.006715215,0.0,47.0,5.0,0.0,52.0,0.0,2.0,0.0,0.0,0.000202,-0.146561434,47.0,2.0,0.0,1.11538,1.0,0.004738859,True,0.3783,94.0,0
401.0,628.0,2025-08-27 00:00:00,experiential,image,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,35.0,2.0,2.0,39.0,0.65,1.0,-0.73379391,7745.0,13611.0,1.757,7.47,0.11,0.068077928,0.0,35.0,2.0,1.0,38.0,0.0,0.0,2.0,0.0,0.0,-0.475437954,35.0,2.0,0.0,1.02632,1.0,0.004519045,True,0.2954,70.0,0
430.0,628.0,2025-04-29 00:00:00,informational,video,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,35.0,10.0,14.0,59.0,0.983333333,0.733333333,0.138504494,8556.0,16017.0,1.872,5.3,0.117,-0.273595519,0.0,35.0,0.0,0.0,35.0,0.0,0.0,2.0,0.0,0.0,-0.475437954,35.0,2.0,0.0,1.68571,1.0,0.004090697,True,0.3263,70.0,0
4748.0,628.0,2024-10-23 00:00:00,experiential,video,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,67.0,5.0,0.0,72.0,1.2,6.0,-0.446925689,17613.0,27986.0,1.589,6.56,0.077,0.469405479,0.0,67.0,3.0,3.0,73.0,0.0,2.0,1.0,0.0,0.000114,0.063237078,67.0,3.0,0.0,0.9863,1.0,0.003804008,True,0.6718,134.0,0
5420.0,628.0,2025-02-01 00:00:00,informational,image,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,51.0,13.0,3.0,67.0,1.116666667,3.5,-0.087677669,15792.0,19199.0,1.216,6.66,0.171,0.229959085,0.0,51.0,3.0,0.0,54.0,0.0,0.0,1.0,0.0,0.0,-0.598162216,51.0,1.0,0.0,1.24074,1.0,0.003229483,True,0.6023,102.0,0
1758.0,628.0,2024-06-09 00:00:00,experiential,image,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,37.0,14.0,2.0,53.0,0.883333333,5.0,-0.193616541,17220.0,35422.0,2.057,7.25,0.094,0.76676066,0.0,37.0,1.0,0.0,38.0,1.0,1.0,1.0,5.8e-05,5.8e-05,0.228996385,37.0,3.0,0.0,1.39474,1.0,0.002148664,True,0.6568,74.0,0
1348.0,628.0,2024-05-10 00:00:00,experiential,image,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,30.0,13.0,9.0,52.0,0.866666667,1.4,0.01421964,16444.0,28870.0,1.756,6.73,0.082,0.517891868,0.0,30.0,4.0,2.0,36.0,1.0,1.0,1.0,6.1e-05,6.1e-05,0.228996385,30.0,3.0,0.0,1.44444,1.0,0.001824374,True,0.6272,60.0,0
7706.0,628.0,2025-09-19 00:00:00,experiential,carousel,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,49.0,10.0,7.0,66.0,1.1,1.375,-0.059999835,32518.0,35132.0,1.08,5.82,0.142,0.544071541,0.0,49.0,2.0,0.0,51.0,1.0,3.0,0.0,3.1e-05,9.2e-05,0.436494366,49.0,4.0,0.0,1.29412,1.0,0.001506858,True,1.2403,98.0,0
9701.0,628.0,2025-01-02 00:00:00,promotional,video,26218.0,10.17420148,0.0,18.0,0.0,32.0,0.75,-0.29,9.89,329.0,2.1,60.0,25.0,17.0,5.0,47.0,0.783333333,3.0,-0.022790046,19058.0,26977.0,1.416,6.79,0.193,0.502142965,0.0,25.0,5.0,0.0,30.0,1.0,0.0,0.0,5.2e-05,0.0,-0.398098621,25.0,1.0,0.0,1.56667,1.0,0.001311785,True,0.7269,50.0,0
8477.0,105.0,2025-05-12 00:00:00,experiential,image,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,174.0,5.0,0.0,179.0,2.983333333,6.0,0.364482165,2860.0,5411.0,1.892,6.82,0.104,-0.791304082,0.0,174.0,4.0,1.0,179.0,0.0,0.0,0.0,0.0,0.0,-0.807960728,174.0,0.0,0.0,1.0,1.0,0.060839161,True,0.113,348.0,0
4751.0,105.0,2025-05-23 00:00:00,experiential,video,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,131.0,1.0,3.0,135.0,2.25,0.5,-0.006028459,7130.0,16486.0,2.312,5.44,0.055,-0.232809774,0.0,131.0,1.0,1.0,133.0,0.0,1.0,0.0,0.0,0.00014,-0.390664234,131.0,1.0,0.0,1.01504,1.0,0.018373072,True,0.2818,262.0,0
6983.0,105.0,2024-09-01 00:00:00,promotional,video,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,51.0,20.0,6.0,77.0,1.283333333,3.0,0.34915146,2913.0,4321.0,1.483,7.47,0.128,-0.816976495,0.0,51.0,5.0,3.0,59.0,1.0,0.0,0.0,0.000343,0.0,-0.398098621,51.0,1.0,0.0,1.30508,1.0,0.017507724,True,0.1151,102.0,0
370.0,105.0,2024-12-22 00:00:00,experiential,image,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,125.0,8.0,5.0,138.0,2.3,1.5,0.341776901,7965.0,15351.0,1.927,7.95,0.183,0.240560563,0.0,125.0,10.0,1.0,136.0,0.0,1.0,1.0,0.0,0.000126,-0.180865722,125.0,2.0,0.0,1.01471,1.0,0.01569366,True,0.3148,250.0,0
9337.0,105.0,2024-05-03 00:00:00,experiential,image,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,134.0,3.0,8.0,145.0,2.416666667,0.444444444,0.321844421,9016.0,16236.0,1.801,6.89,0.209,0.093621273,0.0,134.0,11.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,-0.807960728,134.0,0.0,0.0,1.0,1.0,0.014862467,True,0.3563,268.0,0
5650.0,105.0,2024-10-22 00:00:00,promotional,image,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,72.0,1.0,0.0,73.0,1.216666667,2.0,-0.584013056,5900.0,13525.0,2.292,6.08,0.178,-0.239867814,0.0,72.0,12.0,7.0,91.0,3.0,0.0,0.0,0.000508,0.0,0.011763486,72.0,3.0,0.0,0.8022,1.0,0.01220339,True,0.2332,144.0,0
3284.0,105.0,2024-09-13 00:00:00,informational,carousel,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,35.0,3.0,4.0,42.0,0.7,0.8,-0.602994478,3571.0,10129.0,2.836,6.23,0.082,-0.445555626,0.0,35.0,1.0,0.0,36.0,2.0,0.0,0.0,0.00056,0.0,-0.158344658,35.0,2.0,0.0,1.16667,1.0,0.009801176,True,0.1411,70.0,0
6617.0,105.0,2025-11-16 00:00:00,promotional,image,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,66.0,0.0,8.0,74.0,1.233333333,0.111111111,-0.325069362,7251.0,14192.0,1.957,5.97,0.101,-0.214588285,0.0,66.0,5.0,0.0,71.0,0.0,0.0,3.0,0.0,0.0,-0.388363704,66.0,3.0,0.0,1.04225,1.0,0.009102193,True,0.2866,132.0,0
8561.0,105.0,2025-04-13 00:00:00,promotional,image,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,40.0,5.0,4.0,49.0,0.816666667,1.2,-0.477576412,6488.0,8338.0,1.285,6.65,0.119,-0.438375513,0.0,40.0,1.0,2.0,43.0,6.0,0.0,2.0,0.000925,0.0,0.675190449,40.0,8.0,0.0,1.13953,1.0,0.006165228,True,0.2564,80.0,0
4024.0,105.0,2025-12-30 00:00:00,experiential,image,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,72.0,1.0,2.0,75.0,1.25,0.666666667,-0.49696453,12019.0,19167.0,1.595,4.85,0.127,-0.231345982,0.0,72.0,3.0,0.0,75.0,0.0,1.0,0.0,0.0,8.3e-05,-0.390664234,72.0,1.0,0.0,1.0,1.0,0.005990515,True,0.475,144.0,0
1735.0,105.0,2024-06-14 00:00:00,promotional,image,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,64.0,17.0,3.0,84.0,1.4,4.5,0.185908216,12224.0,17269.0,1.413,6.2,0.174,0.027205713,0.0,64.0,8.0,2.0,74.0,0.0,1.0,0.0,0.0,8.2e-05,-0.390664234,64.0,1.0,0.0,1.13514,1.0,0.005235602,True,0.4831,128.0,0
8285.0,105.0,2025-01-04 00:00:00,informational,video,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,106.0,0.0,0.0,106.0,1.766666667,1.0,-0.369933429,21085.0,37040.0,1.757,6.76,0.131,0.720371593,0.0,106.0,1.0,2.0,109.0,1.0,1.0,2.0,4.7e-05,4.7e-05,0.351720647,106.0,4.0,0.0,0.97248,1.0,0.005027271,True,0.8333,212.0,0
6469.0,105.0,2024-01-20 00:00:00,informational,image,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,20.0,10.0,1.0,31.0,0.516666667,5.5,-0.541059693,4539.0,7265.0,1.601,6.89,0.097,-0.527660835,0.0,20.0,9.0,1.0,30.0,0.0,0.0,2.0,0.0,0.0,-0.475437954,20.0,2.0,0.0,1.03333,1.0,0.004406257,True,0.1794,40.0,0
9303.0,105.0,2024-12-31 00:00:00,promotional,carousel,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,68.0,4.0,3.0,75.0,1.25,1.25,-0.352520554,20813.0,28948.0,1.391,6.45,0.0,0.490103254,0.0,68.0,10.0,0.0,78.0,0.0,0.0,2.0,0.0,0.0,-0.475437954,68.0,2.0,0.0,0.96154,1.0,0.003267189,True,0.8225,136.0,0
3992.0,105.0,2025-02-28 00:00:00,experiential,carousel,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,55.0,8.0,2.0,65.0,1.083333333,3.0,-0.319623457,18620.0,33004.0,1.773,5.31,0.195,0.304320395,0.0,55.0,0.0,1.0,56.0,3.0,3.0,2.0,0.000161,0.000161,1.178879247,55.0,8.0,0.0,1.16071,1.0,0.002953813,True,0.7359,110.0,0
1686.0,105.0,2025-12-10 00:00:00,informational,video,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,38.0,16.0,3.0,57.0,0.95,4.25,-0.055007215,24569.0,25648.0,1.044,5.22,0.145,0.15800787,0.0,38.0,1.0,0.0,39.0,1.0,5.0,0.0,4.1e-05,0.000204,0.680597166,38.0,6.0,0.0,1.46154,1.0,0.001546664,True,0.971,76.0,0
6351.0,105.0,2024-05-26 00:00:00,informational,image,25304.0,10.13871776,1.0,17.0,0.0,42.0,0.71,-0.34,9.79,363.0,6.95,60.0,17.0,27.0,3.0,47.0,0.783333333,7.0,0.267004476,15685.0,21705.0,1.384,6.21,0.208,0.212455032,0.0,17.0,1.0,4.0,22.0,0.0,1.0,0.0,0.0,6.4e-05,-0.390664234,17.0,1.0,0.0,2.13636,1.0,0.001083838,True,0.6199,34.0,0
1997.0,291.0,2025-02-17 00:00:00,promotional,carousel,24146.0,10.09187401,1.0,8.0,0.0,62.0,0.33,-1.1,8.99,503.0,1.46,60.0,49.0,0.0,2.0,51.0,0.85,0.333333333,-0.715130208,2097.0,4206.0,2.006,6.73,0.085,-1.013036342,0.0,49.0,3.0,0.0,52.0,0.0,0.0,1.0,0.0,0.0,-0.598162216,49.0,1.0,0.0,0.98077,1.0,0.023366714,True,0.0868,98.0,0
7490.0,291.0,2025-06-09 00:00:00,promotional,image,24146.0,10.09187401,1.0,8.0,0.0,62.0,0.33,-1.1,8.99,503.0,1.46,60.0,141.0,2.0,2.0,145.0,2.416666667,1.0,0.070030693,8002.0,20861.0,2.607,6.47,0.23,0.178789925,0.0,141.0,1.0,0.0,142.0,0.0,1.0,0.0,0.0,0.000125,-0.390664234,141.0,1.0,0.0,1.02113,1.0,0.017620595,True,0.3314,282.0,0
3229.0,291.0,2025-02-13 00:00:00,experiential,image,24146.0,10.09187401,1.0,8.0,0.0,62.0,0.33,-1.1,8.99,503.0,1.46,60.0,261.0,4.0,5.0,270.0,4.5,0.833333333,1.19809541,16130.0,21657.0,1.343,5.64,0.227,0.085926459,0.0,261.0,2.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,-0.807960728,261.0,0.0,0.0,1.02662,1.0,0.016181029,True,0.668,522.0,0
2363.0,291.0,2024-05-03 00:00:00,informational,image,24146.0,10.09187401,1.0,8.0,0.0,62.0,0.33,-1.1,8.99,503.0,1.46,60.0,43.0,3.0,6.0,52.0,0.866666667,0.571428571,-0.455279944,4936.0,7196.0,1.458,7.94,0.173,-0.327892208,0.0,43.0,1.0,0.0,44.0,3.0,2.0,2.0,0.000608,0.000405,1.005685554,43.0,7.0,0.0,1.18182,1.0,0.008711507,True,0.2044,86.0,0
2561.0,291.0,2025-05-10 00:00:00,informational,carousel,24146.0,10.09187401,1.0,8.0,0.0,62.0,0.33,-1.1,8.99,503.0,1.46,60.0,55.0,0.0,3.0,58.0,0.966666667,0.25,-0.626106439,6909.0,10894.0,1.577,6.84,0.067,-0.216518198,0.0,55.0,6.0,0.0,61.0,0.0,1.0,4.0,0.0,0.000145,0.096472825,55.0,5.0,0.0,0.95082,1.0,0.007960631,True,0.2861,110.0,0
4594.0,291.0,2025-09-08 00:00:00,experiential,image,24146.0,10.09187401,1.0,8.0,0.0,62.0,0.33,-1.1,8.99,503.0,1.46,60.0,54.0,9.0,20.0,83.0,1.383333333,0.476190476,0.499980936,14036.0,23549.0,1.678,7.13,0.124,0.441125543,0.0,54.0,1.0,0.0,55.0,0.0,0.0,1.0,0.0,0.0,-0.598162216,54.0,1.0,0.0,1.50909,1.0,0.00384725,True,0.5813,108.0,0
5261.0,291.0,2024-06-28 00:00:00,experiential,video,24146.0,10.09187401,1.0,8.0,0.0,62.0,0.33,-1.1,8.99,503.0,1.46,60.0,8.0,5.0,3.0,16.0,0.266666667,1.5,-0.763764706,8038.0,8038.0,1.0,7.45,0.121,-0.26850265,0.0,28.0,0.0,3.0,31.0,1.0,1.0,2.0,0.000124,0.000124,0.351720647,28.0,4.0,0.0,0.51613,0.2857143,0.003483454,False,0.3329,36.0,1
6666.0,291.0,2024-07-27 00:00:00,informational,image,24146.0,10.09187401,1.0,8.0,0.0,62.0,0.33,-1.1,8.99,503.0,1.46,60.0,18.0,3.0,6.0,27.0,0.45,0.571428571,-0.644861218,6825.0,12466.0,1.827,6.76,0.138,-0.1420556,0.0,18.0,5.0,0.0,23.0,2.0,0.0,1.0,0.000293,0.0,0.051453854,18.0,3.0,0.0,1.17391,1.0,0.002637363,True,0.2827,36.0,0
5336.0,440.0,2024-02-25 00:00:00,experiential,carousel,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,66.0,10.0,3.0,79.0,1.316666667,2.75,-0.105181622,4266.0,9591.0,2.248,9.16,0.128,0.056595611,0.0,66.0,2.0,0.0,68.0,1.0,0.0,0.0,0.000234,0.0,-0.398098621,66.0,1.0,0.0,1.16176,1.0,0.015471167,True,0.1517,132.0,0
3372.0,440.0,2025-06-26 00:00:00,informational,video,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,68.0,10.0,6.0,84.0,1.4,1.571428571,0.04055767,6365.0,8120.0,1.276,6.46,0.174,-0.497454887,0.0,68.0,8.0,1.0,77.0,0.0,0.0,1.0,0.0,0.0,-0.598162216,68.0,1.0,0.0,1.09091,1.0,0.010683425,True,0.2263,136.0,0
2814.0,440.0,2025-10-09 00:00:00,experiential,carousel,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,50.0,13.0,4.0,67.0,1.116666667,2.8,-0.051736657,5647.0,5839.0,1.034,6.33,0.183,-0.749654456,0.0,55.0,15.0,0.0,70.0,1.0,1.0,0.0,0.000177,0.000177,0.019197873,55.0,2.0,0.0,0.95714,0.9090909,0.009739685,False,0.2008,105.0,0
2307.0,440.0,2025-02-17 00:00:00,experiential,image,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,70.0,5.0,5.0,80.0,1.333333333,1.0,-0.20655462,7787.0,12892.0,1.656,6.69,0.145,-0.11958653,0.0,70.0,7.0,1.0,78.0,1.0,1.0,1.0,0.000128,0.000128,0.228996385,70.0,3.0,0.0,1.02564,1.0,0.008989341,True,0.2769,140.0,0
5784.0,440.0,2024-12-31 00:00:00,experiential,image,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,41.0,2.0,10.0,53.0,0.883333333,0.272727273,-0.340100298,5497.0,11252.0,2.047,6.95,0.206,-0.1950398,0.0,41.0,1.0,2.0,44.0,1.0,1.0,0.0,0.000182,0.000182,0.019197873,41.0,2.0,0.0,1.20455,1.0,0.007458614,True,0.1954,82.0,0
8601.0,440.0,2025-09-30 00:00:00,informational,video,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,19.0,9.0,8.0,36.0,0.6,1.111111111,-0.287724007,5823.0,12808.0,2.2,6.54,0.207,-0.181217528,0.0,28.0,3.0,1.0,32.0,0.0,1.0,0.0,0.0,0.000172,-0.390664234,28.0,1.0,0.0,1.125,0.6785714,0.004808518,False,0.207,47.0,0
8288.0,440.0,2024-12-29 00:00:00,promotional,video,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,53.0,9.0,13.0,75.0,1.25,0.714285714,0.187727842,11242.0,14608.0,1.299,6.34,0.212,-0.062850926,0.0,53.0,1.0,2.0,56.0,0.0,0.0,3.0,0.0,0.0,-0.388363704,53.0,3.0,0.0,1.33929,1.0,0.004714464,True,0.3997,106.0,0
2435.0,440.0,2024-09-02 00:00:00,experiential,video,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,142.0,40.0,3.0,185.0,3.083333333,10.25,1.783672621,31963.0,59078.0,1.848,4.91,0.158,0.656450207,0.0,142.0,4.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,-0.807960728,142.0,0.0,0.0,1.26712,1.0,0.004442637,True,1.1364,284.0,0
7679.0,440.0,2025-12-11 00:00:00,informational,image,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,10.0,4.0,2.0,16.0,0.266666667,1.666666667,-0.835873373,6099.0,11096.0,1.819,6.51,0.164,-0.284969195,0.0,26.0,6.0,2.0,34.0,3.0,2.0,0.0,0.000492,0.000328,0.67316278,26.0,5.0,0.0,0.47059,0.3846154,0.004262994,False,0.2168,36.0,1
3296.0,440.0,2024-05-26 00:00:00,experiential,image,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,21.0,4.0,4.0,29.0,0.483333333,1.0,-0.665409086,9514.0,15713.0,1.652,6.33,0.187,-0.038453148,0.0,34.0,6.0,1.0,41.0,1.0,0.0,2.0,0.000105,0.0,-0.065575847,34.0,3.0,0.0,0.70732,0.6176471,0.003573681,False,0.3383,55.0,0
8388.0,440.0,2025-01-22 00:00:00,promotional,carousel,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,36.0,12.0,4.0,52.0,0.866666667,2.6,-0.201653076,17444.0,32053.0,1.837,6.5,0.143,0.548313012,0.0,43.0,3.0,0.0,46.0,2.0,0.0,0.0,0.000115,0.0,-0.158344658,43.0,2.0,0.0,1.13043,0.8372093,0.002465031,False,0.6202,79.0,0
7791.0,440.0,2025-08-19 00:00:00,experiential,video,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,27.0,8.0,1.0,36.0,0.6,4.5,-0.575478747,12416.0,22474.0,1.81,4.74,0.057,-0.149275354,0.0,27.0,9.0,2.0,38.0,4.0,3.0,0.0,0.000322,0.000242,0.9783026,27.0,7.0,0.0,0.94737,1.0,0.002174613,True,0.4414,54.0,0
9813.0,440.0,2025-11-27 00:00:00,experiential,image,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,21.0,7.0,5.0,33.0,0.55,1.333333333,-0.490632106,10361.0,15469.0,1.493,6.05,0.011,-0.099916522,0.0,21.0,0.0,1.0,22.0,2.0,1.0,2.0,0.000193,9.7e-05,0.59147461,21.0,5.0,0.0,1.5,1.0,0.002026831,True,0.3684,42.0,0
9093.0,440.0,2025-12-11 00:00:00,promotional,image,28126.0,10.24444969,0.0,14.0,0.0,50.0,0.58,-0.54,9.71,393.0,8.58,60.0,14.0,4.0,3.0,21.0,0.35,1.25,-0.762016106,16945.0,26726.0,1.577,5.92,0.163,0.295236354,0.0,20.0,10.0,1.0,31.0,0.0,1.0,0.0,0.0,5.9e-05,-0.390664234,20.0,1.0,0.0,0.67742,0.7,0.001180289,False,0.6025,34.0,0
4900.0,462.0,2025-08-30 00:00:00,informational,carousel,30800.0,10.33526997,0.0,12.0,0.0,54.0,0.5,-0.69,9.64,368.0,2.76,60.0,48.0,10.0,1.0,59.0,0.983333333,5.5,-0.328728666,2191.0,3303.0,1.508,6.9,0.171,-1.139770343,0.0,48.0,1.0,3.0,52.0,0.0,0.0,1.0,0.0,0.0,-0.598162216,48.0,1.0,0.0,1.13462,1.0,0.021907805,True,0.0711,96.0,0
9348.0,462.0,2025-08-29 00:00:00,promotional,video,30800.0,10.33526997,0.0,12.0,0.0,54.0,0.5,-0.69,9.64,368.0,2.76,60.0,101.0,4.0,1.0,106.0,1.766666667,2.5,-0.189321798,6901.0,11685.0,1.693,6.16,0.087,-0.31163828,0.0,101.0,3.0,2.0,106.0,0.0,0.0,1.0,0.0,0.0,-0.598162216,101.0,1.0,0.0,1.0,1.0,0.01463556,True,0.2241,202.0,0
2324.0,462.0,2024-07-18 00:00:00,promotional,video,30800.0,10.33526997,0.0,12.0,0.0,54.0,0.5,-0.69,9.64,368.0,2.76,60.0,72.0,9.0,0.0,81.0,1.35,10.0,-0.234005811,5510.0,8955.0,1.625,6.18,0.175,-0.512508361,0.0,72.0,6.0,4.0,82.0,0.0,0.0,1.0,0.0,0.0,-0.598162216,72.0,1.0,0.0,0.9878,1.0,0.013067151,True,0.1789,144.0,0
1893.0,462.0,2025-03-10 00:00:00,experiential,video,30800.0,10.33526997,0.0,12.0,0.0,54.0,0.5,-0.69,9.64,368.0,2.76,60.0,70.0,4.0,1.0,75.0,1.25,2.5,-0.424402578,8339.0,10572.0,1.268,6.81,0.225,-0.216611065,0.0,70.0,3.0,1.0,74.0,5.0,2.0,0.0,0.0006,0.00024,0.912916743,70.0,7.0,0.0,1.01351,1.0,0.008394292,True,0.2707,140.0,0
6171.0,462.0,2025-01-31 00:00:00,promotional,video,30800.0,10.33526997,0.0,12.0,0.0,54.0,0.5,-0.69,9.64,368.0,2.76,60.0,72.0,14.0,1.0,87.0,1.45,7.5,0.02827298,11245.0,27375.0,2.434,7.08,0.222,0.519516726,0.0,72.0,1.0,0.0,73.0,1.0,0.0,1.0,8.9e-05,0.0,-0.188300109,72.0,2.0,0.0,1.19178,1.0,0.006402846,True,0.3651,144.0,0
